출하일자,도,시군,총출하량,판매금액,총면적,식부면적,경작 평수,단위면적 당 판매금액,단위면적 당 출하량
2021-02-01,전남,화순,17.0,201100.0,1320,1210.0,366.02335289491197,549.4184958677686,0.04644512396694215
2021-02-01,전남,화순,56.7,715274.0,1320,1210.0,366.02335289491197,1954.1758588429752,0.1549081487603306
2021-02-01,전남,화순,67.2,690978.0,1320,1210.0,366.02335289491197,1887.7975804958678,0.18359484297520662
2021-02-01,전남,화순,65.0,439720.0,1320,1210.0,366.02335289491197,1201.3441123966943,0.17758429752066116
2021-02-08,전남,화순,169.0,2654282.0,1320,1210.0,366.02335289491197,7251.673913719009,0.461719173553719
2021-02-08,전남,화순,279.0,4332667.0,1320,1210.0,366.02335289491197,11837.132701322314,0.7622464462809917
2021-02-08,전남,화순,44.0,586952.0,1320,1210.0,366.02335289491197,1603.5916707438016,0.12021090909090909
2021-02-08,전남,화순,97.7,1253205.0,1320,1210.0,366.02335289491197,3423.838916528926,0.26692285950413225
2021-02-08,전남,화순,75.0,958074.0,1320,1210.0,366.02335289491197,2617.5215117355374,0.20490495867768596
2021-02-08,전남,화순,43.0,281718.0,1320,1210.0,366.02335289491197,769.672201983471,0.11747884297520661
2021-02-15,전남,화순,106.0,1284292.0,1320,1210.0,366.02335289491197,3508.7706558677687,0.28959900826446283
2021-02-15,전남,화순,455.0,4475358.0,1320,1210.0,366.02335289491197,12226.973947438017,1.243090082644628
2021-02-15,전남,화순,112.0,1077292.0,1320,1210.0,366.02335289491197,2943.2329699173556,0.3059914049586777
2021-02-15,전남,화순,163.0,1493652.0,1320,1210.0,366.02335289491197,4080.75601785124,0.4453267768595041
2021-02-15,전남,화순,92.0,792041.0,1320,1210.0,366.02335289491197,2163.9083783471074,0.2513500826446281
2021-02-15,전남,화순,46.0,192075.0,1320,1210.0,366.02335289491197,524.7615991735537,0.12567504132231405
2021-02-22,전남,화순,26.0,310279.0,1320,1210.0,366.02335289491197,847.7027423140496,0.07103371900826447
2021-02-22,전남,화순,495.0,5422303.0,1320,1210.0,366.02335289491197,14814.090295371901,1.3523727272727273
2021-02-22,전남,화순,200.0,1660000.0,1320,1210.0,366.02335289491197,4535.229752066116,0.5464132231404959
2021-02-22,전남,화순,278.0,2307400.0,1320,1210.0,366.02335289491197,6303.969355371901,0.7595143801652893
2021-02-22,전남,화순,175.0,1452500.0,1320,1210.0,366.02335289491197,3968.3260330578514,0.4781115702479339
2021-02-22,전남,화순,66.0,342754.0,1320,1210.0,366.02335289491197,936.4265894214876,0.18031636363636364
2021-03-01,전남,화순,184.0,2157217.0,1320,1210.0,366.02335289491197,5893.659469917356,0.5027001652892562
2021-03-01,전남,화순,4.0,47778.0,1320,1210.0,366.02335289491197,130.53265487603306,0.010928264462809917
2021-03-01,전남,화순,134.0,1301066.0,1320,1210.0,366.02335289491197,3554.598332892562,0.36609685950413223
2021-03-01,전남,화순,224.0,2088178.0,1320,1210.0,366.02335289491197,5705.040357355372,0.6119828099173554
2021-03-01,전남,화순,161.0,1347881.0,1320,1210.0,366.02335289491197,3682.5000080991736,0.4398626446280992
2021-03-01,전남,화순,81.0,439071.0,1320,1210.0,366.02335289491197,1199.5710014876033,0.22129735537190082
2021-03-08,전남,화순,80.0,896020.0,1320,1210.0,366.02335289491197,2447.9858809917355,0.21856528925619836
2021-03-08,전남,화순,66.0,655045.0,1320,1210.0,366.02335289491197,1789.6262487603306,0.18031636363636364
2021-03-08,전남,화순,140.0,1119702.0,1320,1210.0,366.02335289491197,3059.0998938842977,0.3824892561983471
2021-03-08,전남,화순,119.0,792366.0,1320,1210.0,366.02335289491197,2164.7962998347107,0.325115867768595
2021-03-08,전남,화순,36.0,169008.0,1320,1210.0,366.02335289491197,461.7410300826446,0.09835438016528926
2021-03-15,전남,화순,89.0,920497.0,1320,1210.0,366.02335289491197,2514.8586633057853,0.24315388429752066
2021-03-15,전남,화순,65.0,630039.0,1320,1210.0,366.02335289491197,1721.3082034710744,0.17758429752066116
2021-03-15,전남,화순,179.0,1352000.0,1320,1210.0,366.02335289491197,3693.7533884297522,0.4890398347107438
2021-03-15,전남,화순,178.0,1064103.0,1320,1210.0,366.02335289491197,2907.1997499173553,0.4863077685950413
2021-03-15,전남,화순,101.0,352604.0,1320,1210.0,366.02335289491197,963.3374406611571,0.27593867768595043
2021-03-22,전남,화순,58.0,613344.0,1320,1210.0,366.02335289491197,1675.6963596694216,0.1584598347107438
2021-03-22,전남,화순,49.0,511863.0,1320,1210.0,366.02335289491197,1398.4435581818182,0.1338712396694215
2021-03-22,전남,화순,134.0,890217.0,1320,1210.0,366.02335289491197,2432.1317013223143,0.36609685950413223
2021-03-22,전남,화순,146.0,808981.0,1320,1210.0,366.02335289491197,2210.1895783471073,0.398881652892562
2021-03-22,전남,화순,84.0,254573.0,1320,1210.0,366.02335289491197,695.5102672727273,0.22949355371900826
2021-03-29,전남,화순,54.0,533402.0,1320,1210.0,366.02335289491197,1457.289530247934,0.1475315702479339
2021-03-29,전남,화순,55.0,473483.0,1320,1210.0,366.02335289491197,1293.586860661157,0.15026363636363638
2021-03-29,전남,화순,192.0,1192146.0,1320,1210.0,366.02335289491197,3257.021691570248,0.524556694214876
2021-03-29,전남,화순,204.0,1047600.0,1320,1210.0,366.02335289491197,2862.1124628099174,0.5573414876033058
2021-03-29,전남,화순,132.0,368760.0,1320,1210.0,366.02335289491197,1007.4767008264463,0.36063272727272727
2021-04-05,전남,화순,20.0,198548.0,1320,1210.0,366.02335289491197,542.4462631404958,0.05464132231404959
2021-04-05,전남,화순,38.0,349734.0,1320,1210.0,366.02335289491197,955.496410909091,0.10381851239669422
2021-04-05,전남,화순,178.0,1173246.0,1320,1210.0,366.02335289491197,3205.385641983471,0.4863077685950413
2021-04-05,전남,화순,255.0,1321321.0,1320,1210.0,366.02335289491197,3609.936332066116,0.6966768595041323
2021-04-05,전남,화순,195.0,567271.0,1320,1210.0,366.02335289491197,1549.8218775206612,0.5327528925619834
2021-04-12,전남,화순,6.0,61228.0,1320,1210.0,366.02335289491197,167.2789441322314,0.016392396694214877
2021-04-12,전남,화순,20.0,196647.0,1320,1210.0,366.02335289491197,537.2526054545455,0.05464132231404959
2021-04-12,전남,화순,84.0,560187.0,1320,1210.0,366.02335289491197,1530.4679211570249,0.22949355371900826
2021-04-12,전남,화순,190.0,923241.0,1320,1210.0,366.02335289491197,2522.3554527272727,0.5190925619834711
2021-04-12,전남,화순,200.0,587753.0,1320,1210.0,366.02335289491197,1605.7800557024793,0.5464132231404959
2021-04-19,전남,화순,12.0,117593.0,1320,1210.0,366.02335289491197,321.2718507438017,0.03278479338842975
2021-04-19,전남,화순,17.0,163921.0,1320,1210.0,366.02335289491197,447.8430097520661,0.04644512396694215
2021-04-19,전남,화순,95.0,618094.0,1320,1210.0,366.02335289491197,1688.6736737190083,0.25954628099173555
2021-04-19,전남,화순,212.0,1007423.0,1320,1210.0,366.02335289491197,2752.346242479339,0.5791980165289257
2021-04-19,전남,화순,303.0,882040.0,1320,1210.0,366.02335289491197,2409.791596694215,0.8278160330578512
2021-04-26,전남,화순,7.0,63753.0,1320,1210.0,366.02335289491197,174.17741107438016,0.019124462809917357
2021-04-26,전남,화순,19.0,165380.0,1320,1210.0,366.02335289491197,451.829094214876,0.05190925619834711
2021-04-26,전남,화순,62.0,392134.0,1320,1210.0,366.02335289491197,1071.336014214876,0.1693880991735537
2021-04-26,전남,화순,146.0,629468.0,1320,1210.0,366.02335289491197,1719.7481937190082,0.398881652892562
2021-04-26,전남,화순,233.0,649519.0,1320,1210.0,366.02335289491197,1774.5288514049587,0.6365714049586777
2021-05-03,전남,화순,17.0,163141.0,1320,1210.0,366.02335289491197,445.7119981818182,0.04644512396694215
2021-05-03,전남,화순,29.0,287645.0,1320,1210.0,366.02335289491197,785.8651578512397,0.0792299173553719
2021-05-03,전남,화순,91.0,619418.0,1320,1210.0,366.02335289491197,1692.2909292561983,0.24861801652892562
2021-05-03,전남,화순,152.0,698558.0,1320,1210.0,366.02335289491197,1908.5066416528925,0.4152740495867769
2021-05-03,전남,화순,240.0,722072.0,1320,1210.0,366.02335289491197,1972.7484442975208,0.655695867768595
2021-05-10,전남,화순,20.0,171956.0,1320,1210.0,366.02335289491197,469.79516099173554,0.05464132231404959
2021-05-10,전남,화순,29.0,259256.0,1320,1210.0,366.02335289491197,708.304532892562,0.0792299173553719
2021-05-10,전남,화순,102.0,650794.0,1320,1210.0,366.02335289491197,1778.0122357024793,0.2786707438016529
2021-05-10,전남,화순,228.0,1006697.0,1320,1210.0,366.02335289491197,2750.362762479339,0.6229110743801654
2021-05-10,전남,화순,307.0,865167.0,1320,1210.0,366.02335289491197,2363.693445123967,0.8387442975206612
2021-05-17,전남,화순,11.0,74697.0,1320,1210.0,366.02335289491197,204.0771426446281,0.030052727272727273
2021-05-17,전남,화순,29.0,178362.0,1320,1210.0,366.02335289491197,487.29677652892565,0.0792299173553719
2021-05-17,전남,화순,85.0,421522.0,1320,1210.0,366.02335289491197,1151.6259732231406,0.23222561983471074
2021-05-17,전남,화순,143.0,450652.0,1320,1210.0,366.02335289491197,1231.2110591735538,0.39068545454545456
2021-05-17,전남,화순,203.0,397866.0,1320,1210.0,366.02335289491197,1086.9962171900827,0.5546094214876033
2020-12-01,전남,화순,835.0,10020000.0,3600,2000.0,604.9972775122512,16562.057999999997,1.3801714999999999
2020-12-15,전남,화순,28.0,313112.0,3600,2000.0,604.9972775122512,517.5428248,0.046281199999999995
2020-12-15,전남,화순,98.0,795179.0,3600,2000.0,604.9972775122512,1314.3513690999998,0.1619842
2020-12-15,전남,화순,119.0,833974.0,3600,2000.0,604.9972775122512,1378.4756246,0.19669509999999998
2020-12-15,전남,화순,36.0,318762.0,3600,2000.0,604.9972775122512,526.8817098,0.0595044
2020-12-15,전남,화순,20.0,138254.0,3600,2000.0,604.9972775122512,228.5200366,0.033058
2020-12-15,전남,화순,3.0,37441.0,3600,2000.0,604.9972775122512,61.8862289,0.0049587
2020-12-21,전남,화순,232.5,3728666.0,3600,2000.0,604.9972775122512,6163.1120314,0.38429925
2020-12-21,전남,화순,151.1,2019589.0,3600,2000.0,604.9972775122512,3338.1786580999997,0.24975318999999999
2020-12-21,전남,화순,283.0,3360356.0,3600,2000.0,604.9972775122512,5554.3324324,0.4677707
2020-12-21,전남,화순,80.0,884332.0,3600,2000.0,604.9972775122512,1461.7123628,0.132232
2020-12-21,전남,화순,167.0,1292879.0,3600,2000.0,604.9972775122512,2136.9996991,0.2760343
2020-12-21,전남,화순,13.0,214557.0,3600,2000.0,604.9972775122512,354.6412653,0.0214877
2020-12-28,전남,화순,500.0,6439604.0,3600,2000.0,604.9972775122512,10644.0214516,0.8264499999999999
